3x10^5
0.029278
0.028891
0.028911
0.029232
0.030288
0.028980
0.029037
0.028981
0.029425
0.029231
0.029206
0.029169
0.029094
0.029290
0.029258
0.029185
0.029251
0.029118
0.029165
0.029049
0.029118
0.029187
0.029006
0.029097
0.029232
0.029172
0.029033
0.029075
0.029181
0.029157
