3x10^5
0.033473
0.033436
0.033059
0.033216
0.033527
0.033113
0.033065
0.033071
0.033330
0.033312
0.033371
0.033080
0.033065
0.033149
0.033058
0.033052
0.033062
0.033064
0.033052
0.033064
0.033055
0.033081
0.033067
0.033069
0.033343
0.033298
0.033324
0.033265
0.033059
0.033090
